camaraPk	senadoId	nome	codinomes	uf	UFNasc	partidoAtual	outrosPartidos	profissoes	cargos	legislaturas	excelenciasorg	veja	politicosorg	wiki	curriculo	foto	urlCamara	outros
178885		Antonio da Cruz Filgueira Junior	Junior Marreca		PE		PEN	Advogado(a)		55					Intenscionalmente faltou na votação da cassação de Eduardo Cunha		http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178885	
178934		Antonio Wandscheer	Toninho Wandscheer		PR		PT,PMB,PROS	Engenheiro Civil		55					Intenscionalmente faltou na votação da cassação de Eduardo Cunha		http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178934	
178943		Marcos Bezerra Ribeiro Soares	Marcos Soares		RJ		PR	Advogado(a)		55					Intenscionalmente faltou na votação da cassação de Eduardo Cunha		http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178943	
178946		Soraya Alencar Dos Santos	Soraya Santos		RJ		PP,PHS,PEN,PEN			55					Intenscionalmente faltou na votação da cassação de Eduardo Cunha		http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178946	
178959		Hiran Manuel Goncalves da Silva	Hiran Gonçalves		AM		PMN,PMB,PP	Médico Legista,médico(a)		55					Intenscionalmente faltou na votação da cassação de Eduardo Cunha		http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178959	
178968		Adelson Barreto Dos Santos	Adelson Barreto		SE		PR	Jornalista,radialista		55					Intenscionalmente faltou na votação da cassação de Eduardo Cunha		http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178968	
178995		Antonio Roberto Rodrigues Góes da Silva	Roberto Góes		AP		PDT	Administrador		55					Intenscionalmente faltou na votação da cassação de Eduardo Cunha		http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178995	
178998		Tania Raquel de Queiroz Muniz	Raquel Muniz		MG		PSD	Médica		55					Intenscionalmente faltou na votação da cassação de Eduardo Cunha		http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178998	
189099		Hugo Motta Wanderley da Nóbrega	Hugo Motta		PB		PMDB	Médico		54,55					Intenscionalmente faltou na votação da cassação de Eduardo Cunha	http://www.camara.gov.br/internet/deputado/bandep/160674.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189099&tipo=0	
189112		Iracema Maria Portella Nunes Nogueira Lima	Iracema Portella		PI		PP,PROS	Professora e Empresária		54,55					Intenscionalmente faltou na votação da cassação de Eduardo Cunha	http://www.camara.gov.br/internet/deputado/bandep/67138.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189112&tipo=0	
189167		Guilherme Mussi Ferreira	Guilherme Mussi		PR		PV,PSD,PP	Administrador de Empresas		54,55					Intenscionalmente faltou na votação da cassação de Eduardo Cunha	http://www.camara.gov.br/internet/deputado/bandep/160667.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189167&tipo=0	
189195		Vinicius de Azevedo Gurgel	Vinicius Gurgel		AP		PRTB,PR	Contador		54,55					Intenscionalmente faltou na votação da cassação de Eduardo Cunha	http://www.camara.gov.br/internet/deputado/bandep/160591.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189195&tipo=0	
189212		Marcelo Viviani Gonçalves	Marcelo Matos		RJ		PR,PHS	Empresário		54,55					Intenscionalmente faltou na votação da cassação de Eduardo Cunha	http://www.camara.gov.br/internet/deputado/bandep/76287.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189212&tipo=0	
193102		Fernando Antônio Ceciliano Jordão	Fernando Jordão		RJ		PDT,PMDB	Empresário, Engenheiro Elétrico e Comerciante		54,55					Intenscionalmente faltou na votação da cassação de Eduardo Cunha	http://www.camara.gov.br/internet/deputado/bandep/163831.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=193102&tipo=0	
		Alberto Pereira Castro													Arquivo 7, p. 4			http://www.eleicoes2014.com.br/alberto-castro/
194215		Fabio de Almeida Reis	Fabio Reis		SE		PTB	Empresário		54,55					Intenscionalmente faltou na votação da cassação de Eduardo Cunha	http://www.camara.gov.br/internet/deputado/bandep/171623.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=194215&tipo=0	
			Sérgio Ivan Moraes	RS			PTB		Câmara	55				https://pt.wikipedia.org/wiki/S%C3%A9rgio_Moraes_(pol%C3%ADtico)	Aliado de Cunha
http://www.politicos.org.br/sergio-ivan-moraes
Intenscionalmente faltou na votação da cassação de Eduardo Cunha			http://www.atlaspolitico.com.br/perfil/2/170
https://www.votenaweb.com.br/politicos/sergio.moraes
162235		Aelton José de Freitas	Aelton Freitas	MG	MG		PSD,PL,PR	Empresário, Engenheiro Agrônomo e Produtor Rural		53,54,55			http://www.politicos.org.br/aelton-jose-de-freitas	pt.wikipedia.org/wiki/Aelton_Freitas	Intenscionalmente faltou na votação da cassação de Eduardo Cunha	http://www.camara.gov.br/internet/deputado/bandep/141372.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162235&tipo=0	
97841		Jovair de Oliveira Arantes	Jovair Arantes		GO		PTB,PMDB,PSDB	Cirurgião-Dentista		52,53,54,55				pt.wikipedia.org/wiki/Jovair_Arantes	Improbidade Administrativa
Intenscionalmente faltou na votação da cassação de Eduardo Cunha	http://www.camara.gov.br/internet/deputado/bandep/73666.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97841&tipo=0	
67312		Julia Maria Godinho da Cruz Marinho	Júlia Marinho		GO		PSC			55					Votou contra a cassação de Eduardo Cunha		http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=67312	
162389		João Carlos Paolilo Bacelar Filho	João Carlos Bacelar		BA		PL,PR	Engenheiro Civil		53,54,55					Votou contra a cassação de Eduardo Cunha	http://www.camara.gov.br/internet/deputado/bandep/141458.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162389&tipo=0	
178892		Damina de Carvalho Pereira	Dâmina Pereira		MG		PMN,PMB,PSL			55					Votou contra a cassação de Eduardo Cunha		http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178892	
122466		Ronaldo Manchado Martins	Ronaldo Martins		SP		PRB,PTN,PMN,PTC,PTdoB,PSL	Músico,radialista		55						http://www.camara.gov.br/internet/deputado/bandep/131247.jpg	http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=122466	
123099		Carlos Wilson Rocha de Queiroz Campos	Carlos Wilson		PE		ARENA,PMDB,PSDB,PTB,PT	Advogado, Administrador Público, Comerciante e Funcionário Público Federal		53						http://www.camara.gov.br/internet/deputado/bandep/131873.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=123099&tipo=0	
123131		Epitácio Cafeteira Afonso Pereira	Epitácio Cafeteira		PB		UDN,MDB,PMDB,PPB,PMDB,PDC,PPR,PDT	Bancário e Técnico em Contabilidade				http://veja.abril.com.br/infograficos/rede-escandalos/perfil/epitacio-cafeteira.shtml?scrollto=conteudo-rede				http://www.camara.gov.br/internet/deputado/bandep/131905.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=123131&tipo=0	
139355		Ademir Camilo Prates Rodrigues	Ademir Camilo		MG		PL,PSD,PROS,PTN	Advogado, Administrador Hospitalar, Médico Ginecologista e Obstetra, Médico do Trabalho e Médico Legista		52,53,54,55						http://www.camara.gov.br/internet/deputado/bandep/133374.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=139355&tipo=0	
139357		Jair de Oliveira	Jair De Oliveira		MG		PDT,PDC,PTB,PMDB	Pastor Evangélico		52						http://www.camara.gov.br/internet/deputado/bandep/133376.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=139357&tipo=0	
139083		André Luiz Costa de Souza	André Costa		RJ		PT,sp,PDT	Diplomata		52						http://www.camara.gov.br/internet/deputado/bandep/133377.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=139083&tipo=0	
139470		Ana Borges Neves de Alencar	Ana Alencar		GO		PL,PSDB,PL,PSDB	Odontóloga e Psicanalista		52						http://www.camara.gov.br/internet/deputado/bandep/133440.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=139470&tipo=0	
101392		Francisco Diógenes de Araújo	Francisco Diógenes		CE		PDS,PPR,PMDB,PFL	Economista e Empresário								http://www.camara.gov.br/internet/deputado/bandep/133783.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101392&tipo=0	
105542		Aníbal Teixeira de Souza	Aníbal Teixeira		MG		PRP,MDB,PMDB,PTB,PP	Advogado, Administrador de Empresas, Professor, Empresário e Orientador Pedagógico				http://veja.abril.com.br/infograficos/rede-escandalos/perfil/anibal-teixeira.shtml?scrollto=conteudo-rede				http://www.camara.gov.br/internet/deputado/bandep/133894.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=105542&tipo=0	
		José Viana Povoa Camelo					PSD						http://www.politicos.org.br/jose-viana-povoa-camelo					http://www.eleicoes2014.com.br/ze-viana/
146207		Fernando Ricardo Galbiati Estima	Fernando Estima		SP		PL,PDT,PL,sp,PPS,sp	Empresário		52					Sanguessugas (Escândalo das Ambulâncias)	http://www.camara.gov.br/internet/deputado/bandep/136377.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=146207&tipo=0	
			Gilmar Rinaldi	RS											Arquivo 6, p. 8			http://www.eleicoesbrasil.org/prefeito/gilmar-rinaldi/esteio-rs/210000013710
http://www.eleicoes2012.info/gilmar-rinaldi-13/
106640		Francisco Rossi de Almeida	Francisco Rossi		SP		ARENA,PDS,PTB,PDT,PMDB	Advogado e Empresário na Área de Comunicação		53						http://www.camara.gov.br/internet/deputado/bandep/139212.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=106640&tipo=0	
104014		Lídice da Mata E Souza	Lídice Da Mata		BA		PMDB,PCdoB,PSDB,PSB	Economista		53						http://www.camara.gov.br/internet/deputado/bandep/139285.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=104014&tipo=0	
		Tarsila Rorato Crusius		RS			PSDB								Arquivo 5, p. 27 e arquivo 6, p. 1			http://www.eleicoesbrasil.org/vereador/tarsila-crusius/porto-alegre-rs/210000017203
http://eleicoes.uol.com.br/2012/candidatos/2012/vereador/rs/22011972-tarsila-crusius.htm
163727		Clovis Corrêa de Oliveira Andrade Filho	Clóvis Corrêa		PE		PPB,PSDB,PSB,PRONA	Professor e Desembargador		52						http://www.camara.gov.br/internet/deputado/bandep/141334.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=163727&tipo=0	
163759		Antônio Charles Lucena de Oliveira Méllo	Charles Lucena		PE		PDT,PSC,PPB,PSDB,PFL,PTB	Médico, Empresário, Educador e Político		52,53						http://www.camara.gov.br/internet/deputado/bandep/141336.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=163759&tipo=0	
160649		Antônia Magalhães da Cruz	Tonha Magalhães		BA		PMDB,PMB,PFL,PDT,PP,PFL,PR	Comerciante		53						http://www.camara.gov.br/internet/deputado/bandep/141382.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160649&tipo=0	
161328		Antônio Pedro Indio da Costa	Indio Da Costa		RJ		PFL,PTB,PFL,DEM,PSD	Advogado		53,55					Arquivo 7, p. 4	http://www.camara.gov.br/internet/deputado/bandep/141389.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161328&tipo=0	
160505		Carlos Alberto Moreira de Mendonça Canuto	Carlos Alberto Canuto		AL		PDT,PPB,PMDB,PSC	Agropecuarista		53						http://www.camara.gov.br/internet/deputado/bandep/141397.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160505&tipo=0	
162356		Ciro Ferreira Gomes	Ciro Gomes		SP		PDS,PMDB,PSB,PPS,PSDB	Advogado e Professor Universitário		53						http://www.camara.gov.br/internet/deputado/bandep/141406.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162356&tipo=0	
159030		Djalma Vando Berger	Djalma Berger		SC		PSDB,sp,PSB	Engenheiro Civil e Administrador		53						http://www.camara.gov.br/internet/deputado/bandep/141415.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=159030&tipo=0	
160036		George Hilton Dos Santos Cecílio	George Hilton		BA		PST,PL,PP,PROS	Radialista, Apresentador de Televisão, Teólogo e Animador		53,54,55						http://www.camara.gov.br/internet/deputado/bandep/141441.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160036&tipo=0	
159958		Geraldo Roberto Siqueira de Souza	Geraldo Pudim		RJ		PDT,PSB,PMDB,PR	Administrador Público e Técnico em Edificações		53						http://www.camara.gov.br/internet/deputado/bandep/141442.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=159958&tipo=0	
160989		Gerônimo Ciqueira da Silva	Gerônimo Da Adefal		AL		PSC,PTB,PPS,PSB,PFL	Técnico em Edificações		53						http://www.camara.gov.br/internet/deputado/bandep/141444.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160989&tipo=0	
162961		Homero Barbosa Neto	Barbosa Neto		SP		PDT,PPB,PMN,PDT	Jornalista e Radialista		53						http://www.camara.gov.br/internet/deputado/bandep/141449.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162961&tipo=0	
162890		João Oliveira de Sousa	João Oliveira		MA		PDC,PP,PL,PFL,DEM	Administrador de Empresas		53						http://www.camara.gov.br/internet/deputado/bandep/141460.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162890&tipo=0	
160269		Jurandy Loureiro Barroso	Jurandy Loureiro		ES		PSC,PAN,PTB,PSC	Empresário de Transporte		53						http://www.camara.gov.br/internet/deputado/bandep/141475.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160269&tipo=0	
160055		Juvenil Alves Ferreira Filho	Juvenil		MG		PT,sp,PRTB	Advogado		53						http://www.camara.gov.br/internet/deputado/bandep/141477.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160055&tipo=0	
160161		Laerte Rodrigues Bessa	Laerte Bessa		GO		PMDB,sp,PSC	Delegado de Polícia		53,55					Arquivo 7, p. 4	http://www.camara.gov.br/internet/deputado/bandep/141478.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160161&tipo=0	
162058		Leandro José Mendes Sampaio Fernandes	Leandro Sampaio		RJ		PMDB,PSDB,PMDB,PPS	Engenheiro Agrônomo		53						http://www.camara.gov.br/internet/deputado/bandep/141481.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162058&tipo=0	
160447		Marcos Antônio Ramos da Hora	Marcos Antonio		PE		PSC,sp,PAN,PRB	Secundário		53						http://www.camara.gov.br/internet/deputado/bandep/141499.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160447&tipo=0	
160809		Maurício Gonçalves Trindade	Maurício Trindade		BA		PPB,PST,PL,PR,PROS	Médico e Dentista		53,54						http://www.camara.gov.br/internet/deputado/bandep/141506.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160809&tipo=0	
160080		Nelson Goetten de Lima	Nelson Goetten		SC		PDS,PP,PFL,PL,PR	Agricultor, Empresário Industrial e Motorista		53						http://www.camara.gov.br/internet/deputado/bandep/141511.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160080&tipo=0	
160507		Neudo Ribeiro Campos	Neudo Campos		RR		PRN,PTB,PPB,PFL,PP	Engenheiro Civil		53						http://www.camara.gov.br/internet/deputado/bandep/141512.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160507&tipo=0	
161685		Paulo Piau Nogueira	Paulo Piau		MG		PMDB,PPS,PFL,PP	Engenheiro Agrônomo e Produtor Rural		53,54						http://www.camara.gov.br/internet/deputado/bandep/141519.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161685&tipo=0	
160086		Raymundo Veloso Silva	Veloso		BA		PDT,PFL,PDT,PPS,PMDB	Advogado, Professor e Comunicador de Rádio		53						http://www.camara.gov.br/internet/deputado/bandep/141524.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160086&tipo=0	
161371		Sergio Antonio Nechar	Dr. Nechar		SP		PMDB,PFL,PSDB,PDT,PV,PP	Médico e Administrador de Empresas		53						http://www.camara.gov.br/internet/deputado/bandep/141540.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161371&tipo=0	
161359		Solange Amaral	Solange Amaral		RJ		PV,PFL,PTB,PFL,DEM	Psicóloga		53						http://www.camara.gov.br/internet/deputado/bandep/141546.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161359&tipo=0	
160218		Vicente Alves de Oliveira	Vicentinho Alves		TO		PDT,PFL,PSDB,PL,PR	Agropecuarista, Empresário e Piloto Comercial Multimotores e IFR		53						http://www.camara.gov.br/internet/deputado/bandep/141554.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160218&tipo=0	
162272		Vitor Penido de Barros	Vitor Penido		MG		DEM,MDB,PDS,PFL	Pecuarista, Avicultor, Comerciante e Empresário Rural		53,54						http://www.camara.gov.br/internet/deputado/bandep/141557.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162272&tipo=0	
160219		Waldir Neves Barbosa	Waldir Neves		MS		PMDB,PDT,PTB,PSDB	Empresário e Produtor Rural		53						http://www.camara.gov.br/internet/deputado/bandep/141559.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160219&tipo=0	
160190		William Boss Woo	William Woo		SP		PV,PSDB,PPS,PP	Bacharel em Direito, Engenheiro Mecânico e Policial Civil		53,55						http://www.camara.gov.br/internet/deputado/bandep/141563.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160190&tipo=0	
182632		José de Andrade Maia Filho	Maia Filho		PI		PP,SD,PFL,DEM,PP	Empresário		53,55						http://www.camara.gov.br/internet/deputado/bandep/151965.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=182632&tipo=0	
			Ildeu Araújo										http://www.politicos.org.br/ildeu-araujo		Crime Eleitoral			http://www.votenaweb.com.br/politicos/ildeu.araujo
189188		William Dib	William Dib		SP		PSB,PTB,MDB,PMDB,PSDB	Médico		54						http://www.camara.gov.br/internet/deputado/bandep/160586.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189188&tipo=0	
105484		Maria Teresa Saenz Surita Jucá	Teresa Surita		SP		PMDB,PDS,PSDB,PPS	Servidora Pública e Publicitária		54						http://www.camara.gov.br/internet/deputado/bandep/160608.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=105484&tipo=0	
189218		José Almeida Lima	Almeida Lima		SE		PSB,PDT,MDB,PMDB,PSDB,PPS	Advogado e Professor de Direito		54						http://www.camara.gov.br/internet/deputado/bandep/160626.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189218&tipo=0	
189068		Jorge Silva	Dr. Jorge Silva		ES		PDC,PT,PP,PROS,PHS	Médico		54,55						http://www.camara.gov.br/internet/deputado/bandep/160643.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189068&tipo=0	
189046		Fernando Dantas Torres	Fernando Torres		BA		PTdoB,PRTB,PSD	Empresário		54,55						http://www.camara.gov.br/internet/deputado/bandep/160676.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189046&tipo=0	
167030		Geraldo Tenuta Filho	Bispo Gê Tenuta		SP		PSDB,PTB,PFL,DEM	Comunicólogo em Televisão, Pastor Evangélico, Teólogo, Empresário Têxtil, Comunicador de Rádio, Bispo Evangélico e Conselheiro do Estado		53						http://www.camara.gov.br/internet/deputado/bandep/3155.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=167030&tipo=0	
108903		Maria Helena Veronese Rodrigues	Maria Helena		RS		PSDB,PST,PMDB,PPS,PSB	Advogada e Professora		52,53,55						http://www.camara.gov.br/internet/deputado/bandep/64960.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108903&tipo=0	
104934		Miguel Arraes de Alencar	Miguel Arraes		CE		PSD,PST,PMDB,PSB	Advogado e Economista		52						http://www.camara.gov.br/internet/deputado/bandep/65511.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=104934&tipo=0	
